ID,Store
80679,Steve Madden
80679,Kohl's
80679,Nordstrom
80685,Levi's
80685,Tommy Hilfiger
80685,Calvin Klein
80685,New Balance
80685,Converse
80685,Keds
80685,Nine West
80685,Nike
80685,Guess
80685,DKNY
80685,Under Armour
80685,Gap
80685,Aeropostale
80685,American Eagle
80685,Kohl's
80685,Old Navy
80685,Target
80685,Home Depot
80685,TOMS Shoes
80687,KitchenAid
80687,Le Creuset
80689,KitchenAid
80689,Cuisinart
80689,Mikasa
80689,Gap
80689,Kohl's
80689,Old Navy
80689,Crate & Barrel
80689,New York and Company
80689,Target
80689,Home Depot
80700,KitchenAid
80700,Gap
80700,Restoration Hardware
80700,Express
80700,Kohl's
80700,Lands' End
80700,Old Navy
80700,Crate & Barrel
80700,Target
80700,Container Store
80700,Home Depot
80702,Old Navy
80706,Calvin Klein
80708,Levi's
80708,Lacoste
80708,New Balance
80708,Converse
80708,Banana Republic
80708,Old Navy
80709,Nine West
80709,Guess
80709,Banana Republic
80709,Nordstrom
80710,Kohl's
80710,Target
80711,Nine West
80711,Steve Madden
80711,Guess
80711,Kate Spade
80711,J.Crew
80711,Express
80711,Nordstrom
80713,Target
80713,Container Store
80713,Home Depot
80715,Levi's
80715,Tommy Hilfiger
80715,KitchenAid
80715,Calvin Klein
80715,Betsey Johnson
80715,Cuisinart
80715,New Balance
80715,Converse
80715,Steve Madden
80715,DKNY
80715,Kate Spade
80715,Gap
80715,Ethan Allen
80715,Restoration Hardware
80715,Express
80715,Kohl's
80715,Old Navy
80715,Crate & Barrel
80715,Target
80715,Home Depot
80716,Old Navy
80717,Nine West
80717,Old Navy
80717,Target
80717,Home Depot
80718,Kohl's
80718,Old Navy
80718,Crate & Barrel
80718,Target
80718,Home Depot
80722,Target
80724,Gap
80724,Old Navy
80724,Target
80727,Gap
80728,Elie Tahari
80734,Levi's
80734,KitchenAid
80734,Cuisinart
80734,New Balance
80734,Converse
80734,DKNY
80734,Banana Republic
80734,Kohl's
80734,Old Navy
80734,Target
80734,Home Depot
80735,KitchenAid
80735,Target
80735,Container Store
80735,Home Depot
80736,Home Depot
80742,Nicole Miller
80742,KitchenAid
80742,Calvin Klein
80742,Cuisinart
80742,BCBGMAXAZRIA
80742,Elie Tahari
80742,Nine West
80742,Steve Madden
80742,Le Creuset
80742,Ethan Allen
80742,Restoration Hardware
80742,Express
80742,Crate & Barrel
80742,Container Store
80742,Home Depot
80742,Serena and Lily
80747,Old Navy
80748,Banana Republic
80748,Crate & Barrel
80748,Shoebuy
80750,Levi's
80750,Tommy Hilfiger
80750,Puma
80750,KitchenAid
80750,Cuisinart
80750,Converse
80750,French Connection
80750,Guess
80750,Lenox
80750,DKNY
80750,Mikasa
80750,Gap
80750,Le Creuset
80750,Express
80750,Kohl's
80750,Old Navy
80750,Container Store
80750,Home Depot
80762,Old Navy
80765,Banana Republic
80766,Kohl's
80766,Old Navy
80766,Target
80766,Home Depot
80769,Horchow
80772,Old Navy
80772,Target
80774,Kenneth Cole
80775,Target
80777,Levi's
80777,Lacoste
80777,Guess
80777,DKNY
80777,Gap
80784,Kohl's
80786,Columbia
80786,Nicole Miller
80786,Hanky Panky
80786,Puma
80786,Kenneth Cole
80786,Melissa & Doug
80786,KitchenAid
80786,Cuisinart
80786,French Connection
80786,BCBGMAXAZRIA
80786,Elie Tahari
80786,Diesel
80786,Guess
80786,DKNY
80786,Banana Republic
80786,Kate Spade
80786,Gap
80786,Life is good
80786,J.Crew
80786,Lands' End
80786,Last Call by Neiman Marcus
80786,Crate & Barrel
80786,6pm.com
80786,Target
80786,Container Store
80786,Nordstrom
80787,Melissa & Doug
80787,KitchenAid
80787,Cuisinart
80787,Kohl's
80787,Target
80787,Home Depot
80791,Gap
80791,Kohl's
80791,Old Navy
80791,Target
80792,Target
80793,Banana Republic
80793,Express
80793,Old Navy
80793,Target
80793,Home Depot
80793,Nordstrom
80796,Serena and Lily
80797,KitchenAid
80797,Guess
80797,Macy's
80800,Restoration Hardware
80800,Nordstrom
80801,BUCKLE
80802,Columbia
80802,Target
80802,Home Depot
80804,Levi's
80804,John Varvatos
80804,Mikasa
80804,Home Depot
80805,Melissa & Doug
80805,Mikasa
80805,Gap
80805,Kohl's
80805,Old Navy
80805,Target
80805,Home Depot
80811,Levi's
80811,KitchenAid
80811,Cuisinart
80811,Converse
80811,Kohl's
80811,Old Navy
80811,Target
80812,Target
80814,Converse
80814,Restoration Hardware
80814,Old Navy
80814,Crate & Barrel
80814,Target
80814,Home Depot
80815,Banana Republic
80816,Guess
80816,Target
80819,Guess
80825,Kohl's
80825,Old Navy
80825,Target
80825,Home Depot
80827,Home Depot
80832,Levi's
80832,Kenneth Cole
80832,KitchenAid
80832,Cuisinart
80832,Converse
80832,Steve Madden
80832,Banana Republic
80837,Villeroy & Boch
80837,French Connection
80837,Restoration Hardware
80837,Horchow
80837,Crate & Barrel
80837,Container Store
80837,Home Depot
80838,KitchenAid
80838,Kate Spade
80838,Le Creuset
80838,Ethan Allen
80838,Crate & Barrel
80838,Home Depot
80838,Nordstrom
80841,KitchenAid
80841,Cuisinart
80841,Banana Republic
80841,Kate Spade
80841,Gap
80841,J.Crew
80841,Kohl's
80841,Last Call by Neiman Marcus
80841,Old Navy
80841,Crate & Barrel
80841,Target
80841,Container Store
80841,Home Depot
80841,Nordstrom
80851,Levi's
80851,Tommy Hilfiger
80851,Puma
80851,KitchenAid
80851,Calvin Klein
80851,Cuisinart
80851,Lacoste
80851,Crocs
80851,Nine West
80851,Steve Madden
80851,Guess
80851,Banana Republic
80851,Kate Spade
80851,Express
80857,Nordstrom
80861,Lacoste
80861,Banana Republic
80861,J.Crew
80861,Express
80861,Old Navy
80861,Target
80861,Home Depot
80861,Nordstrom
80867,Lacoste
80873,Melissa & Doug
80873,KitchenAid
80873,Cuisinart
80873,New Balance
80873,BCBGMAXAZRIA
80873,Banana Republic
80873,Ethan Allen
80873,Restoration Hardware
80873,Express
80873,Kohl's
80873,Crate & Barrel
80873,Target
80873,Nordstrom
80876,KitchenAid
80876,John Varvatos
80876,New Balance
80876,Nine West
80876,Mikasa
80876,Kate Spade
80876,Kohl's
80877,Levi's
80877,Tommy Hilfiger
80877,Kenneth Cole
80877,KitchenAid
80877,Calvin Klein
80877,John Varvatos
80877,Lacoste
80877,Villeroy & Boch
80877,New Balance
80877,Converse
80877,BCBGMAXAZRIA
80877,Crocs
80877,Nine West
80877,Steve Madden
80877,Guess
80877,Banana Republic
80877,Kate Spade
80877,Gap
80877,Ethan Allen
80877,Restoration Hardware
80877,J.Crew
80877,Express
80877,Kohl's
80877,Lands' End
80877,Last Call by Neiman Marcus
80877,Old Navy
80877,Target
80877,Container Store
80877,Home Depot
80877,Nordstrom
80877,Shoebuy
80883,Levi's
80883,Kate Spade
80883,Gap
80883,Ann Taylor
80883,Kohl's
80887,French Connection
80887,Crocs
80887,J.Crew
80888,Nine West
80892,American Eagle
80892,Old Navy
80892,Target
80894,Old Navy
80894,Container Store
80895,Target
80897,Kohl's
80897,Target
80898,Lacoste
80898,Nike
80900,Lacoste
80906,Banana Republic
80907,Calvin Klein
80907,Gap
80907,Life is good
80907,Restoration Hardware
80907,Kohl's
80907,Crate & Barrel
80907,Target
80907,Home Depot
80907,Nordstrom
80910,Columbia
80910,KitchenAid
80910,Calvin Klein
80910,Cuisinart
80910,Lacoste
80910,Converse
80910,Steve Madden
80910,Guess
80910,DKNY
80910,Kate Spade
80910,Kohl's
80910,Old Navy
80910,Target
80910,Container Store
80910,Home Depot
80913,Puma
80914,Levi's
80914,Crate & Barrel
80914,Target
80915,Melissa & Doug
80918,KitchenAid
80918,BCBGMAXAZRIA
80918,Banana Republic
80918,Gap
80918,Ethan Allen
80918,Restoration Hardware
80918,J.Crew
80918,Old Navy
80918,Target
80918,Home Depot
80919,Kohl's
80919,Old Navy
80921,Banana Republic
80923,Levi's
80923,Puma
80923,Kenneth Cole
80923,KitchenAid
80923,Betsey Johnson
80923,Crocs
80923,Nine West
80923,Steve Madden
80923,Lenox
80923,Banana Republic
80923,J.Crew
80923,Crate & Barrel
80923,Target
80923,Container Store
80923,Nordstrom
80925,Express
80927,Express
80927,Old Navy
80927,Crate & Barrel
80927,Target
80927,Container Store
80927,Home Depot
80931,Target
80931,Home Depot
80931,Nordstrom
80939,KitchenAid
80939,New Balance
80939,Crocs
80939,Le Creuset
80939,Kohl's
80939,Lands' End
80939,Container Store
80939,Home Depot
80940,Kenneth Cole
80940,Steve Madden
80940,Guess
80940,Horchow
80940,Express
80940,CB2
80940,Target
80940,Container Store
80943,BCBGMAXAZRIA
80946,Levi's
80946,KitchenAid
80946,Betsey Johnson
80946,Cuisinart
80946,New Balance
80946,Converse
80946,Elie Tahari
80946,Nine West
80946,Life is good
80946,Le Creuset
80946,Ethan Allen
80946,Restoration Hardware
80946,J.Crew
80946,Kohl's
80946,Lands' End
80946,Old Navy
80946,Crate & Barrel
80946,Target
80946,Home Depot
80946,Nordstrom
80947,Kohl's
80947,Target
80947,Home Depot
80948,Nine West
80948,Restoration Hardware
80948,Home Depot
80949,Levi's
80949,J.Crew
80949,Kohl's
80949,Crate & Barrel
80949,Target
80949,Container Store
80952,Nine West
80953,Express
80957,Calvin Klein
80957,New Balance
80957,BCBGMAXAZRIA
80963,Columbia
80963,Converse
80963,Nine West
80963,Life is good
80963,Restoration Hardware
80963,J.Crew
80963,Express
80963,Kohl's
80963,Old Navy
80963,Crate & Barrel
80963,Container Store
80963,Home Depot
80964,BCBGMAXAZRIA
80971,KitchenAid
80971,Nine West
80971,Le Creuset
80971,Express
80971,Target
80971,Home Depot
80971,Nordstrom
80982,Hanky Panky
80982,Cuisinart
80982,BCBGMAXAZRIA
80982,Lenox
80982,Kate Spade
80982,Le Creuset
80982,Restoration Hardware
80982,J.Crew
80982,Last Call by Neiman Marcus
80982,Crate & Barrel
80982,Home Depot
80982,Nordstrom
80982,Serena and Lily
80986,Converse
80986,Steve Madden
80986,Gap
80986,Express
80990,Levi's
80990,Melissa & Doug
80990,Converse
80990,Crocs
80990,Diesel
80990,Gap
80990,Restoration Hardware
80990,Lands' End
80990,Old Navy
80990,Crate & Barrel
80990,Target
80990,Container Store
80990,Home Depot
80996,Levi's
80996,John Varvatos
80996,Nine West
80996,Express
