default,student,balance,income
1,No,1991.64912,42133.37318
0,No,773.9152266,44562.33812
0,Yes,817.2498113,20480.88706
0,No,1060.71622,50260.46437
1,No,1550.449264,56273.51361
0,Yes,454.4669622,15092.43931
0,Yes,1256.239325,17784.55894
0,No,1484.395393,36731.30869
0,Yes,1050.477328,12661.61163
0,No,986.4006189,45430.47221
0,No,717.341927,44266.37654
0,No,692.1432227,47038.09032
1,No,1328.892725,34710.06237
0,No,673.4681911,32930.06936
0,No,218.639297,48991.39538
0,No,1218.166966,43954.27749
0,Yes,13.51680255,19322.54503
0,Yes,531.4786999,21726.55897
0,No,165.5381517,33436.45574
0,Yes,1351.849722,25890.50399
0,No,107.282083,54143.96275
0,No,947.1935714,35604.11719
0,Yes,434.5602592,14812.64524
0,No,1020.06724,37458.87925
0,No,662.305318,31597.89762
0,Yes,754.4206129,20767.68302
0,No,289.4895757,44412.8951
0,No,198.0384092,36270.93812
0,Yes,516.0604917,16615.02196
0,No,697.563809,41755.39815
0,Yes,502.3247835,16947.42293
0,Yes,1459.687083,15575.41923
0,No,716.9987227,34418.26022
0,Yes,1037.972705,18324.03006
0,No,673.0161172,29735.9616
0,No,371.9217847,41099.77244
0,No,89.13495796,55604.60753
0,No,1273.280181,40895.28277
0,No,600.723303,18680.51677
0,No,905.0381646,40711.7989
0,No,1061.441562,54437.01032
0,No,1672.639248,46334.78776
0,Yes,883.7026456,19750.094
0,No,373.78033,53936.24178
0,No,1287.795187,52382.6647
0,No,1229.742571,48739.92739
0,Yes,510.613847,22457.05175
0,No,775.6301687,27205.85739
0,No,1152.982887,50206.57693
0,Yes,1303.66259,7986.000336
0,No,1675.278852,28244.50348
0,No,398.277733,30001.79506
0,Yes,739.9017594,25023.87386
0,No,226.4176965,32018.71363
0,No,1217.321712,25173.61961
0,No,639.8205582,29902.00199
0,Yes,883.1669769,12717.49223
0,No,2.287610953,38186.52427
0,No,419.6373477,55967.99317
0,Yes,1544.14025,11102.53474
0,No,1101.015018,32153.01359
1,No,1700.599913,30488.98341
0,No,311.8245869,48301.05966
0,No,442.8302223,55074.13083
0,No,728.8149601,17909.58107
0,No,278.8779025,37188.66837
0,No,758.7023275,36625.98955
0,No,620.3396794,22803.74103
0,Yes,1890.167411,18402.46488
0,No,0,28951.4519
0,Yes,1329.198842,23184.01555
0,No,1075.863772,44128.62826
0,No,618.5275092,54956.99054
0,No,1111.086576,27466.89368
0,No,864.0397435,45881.93021
0,No,895.2298096,48512.45564
0,Yes,954.0304337,21908.52716
0,No,947.6349327,46813.51631
0,No,267.3037277,23117.92867
0,Yes,1366.805783,23913.2088
0,No,624.7318835,38325.17376
0,No,13.67938267,25221.63767
0,No,785.8664857,44778.01578
0,Yes,1353.093846,18933.49619
0,No,480.3212639,25553.26285
0,No,0,29507.31325
0,Yes,1221.971243,17916.85609
0,Yes,1184.936523,25108.75671
0,Yes,478.5720556,27512.3449
0,No,221.6904619,34786.10135
0,No,578.3876217,41054.13866
0,Yes,1361.458432,19576.95713
0,Yes,977.8480956,19731.96099
0,No,1184.425245,36887.43997
1,Yes,1118.701039,21848.4429
1,No,1119.097245,37224.56781
0,No,776.3499793,31329.48485
0,No,1322.297091,51792.40237
0,No,878.0264576,27438.58512
0,No,1268.379515,16921.18088
0,No,0,32611.37307
0,No,0,37262.57409
0,Yes,366.7869573,25833.0631
0,No,747.5610364,39898.76909
0,No,1787.285144,37499.09355
0,Yes,1929.44698,14995.49217
0,No,987.142891,27961.31961
0,Yes,856.3573684,20758.21469
0,No,1101.149707,18153.84432
0,No,704.18452,31515.98168
0,No,555.6234367,40837.73164
0,No,1073.498261,44764.11055
0,No,1126.223023,32842.65237
0,Yes,649.7733186,15708.29638
0,No,977.657621,43743.49673
0,No,1049.889964,42637.51106
0,Yes,1383.566333,15764.34588
0,Yes,1095.46574,14065.16757
0,No,1089.371791,30224.59613
0,No,605.2209683,21792.32152
0,No,1033.885399,49262.04533
0,No,1604.720554,38186.98507
0,No,826.3270259,24679.71504
0,Yes,1176.146823,16670.68079
0,Yes,1275.023199,19937.09803
0,Yes,1290.28314,23538.94414
0,No,1133.474199,51414.49596
0,No,837.4125669,37400.49288
0,Yes,379.0821667,18280.36703
0,Yes,1134.166278,12453.36359
0,No,0,39120.08479
0,No,1491.174803,59394.38308
0,Yes,1695.359586,9582.941897
0,No,705.5733276,54589.23987
0,No,239.1933663,33743.22655
0,Yes,1183.710641,12428.61451
0,No,898.7618389,38267.08158
0,Yes,1524.2904,11719.59348
0,No,777.0237374,35115.01855
0,No,1394.795819,26074.93436
0,Yes,0,20476.15572
0,No,62.57157516,47946.76709
1,No,1981.451815,28127.89547
0,No,514.0540348,50053.26193
0,No,722.788039,53714.18607
0,No,152.8663042,33716.86406
0,No,293.1847729,35390.2876
0,No,0,38613.6205
0,Yes,645.3668572,17878.36431
0,Yes,1515.152833,26046.77208
0,Yes,767.4395055,18846.48922
0,Yes,491.8797471,21715.2263
0,No,0,41389.43527
0,No,0,34589.48806
0,No,509.1551641,40132.65921
0,Yes,965.5873701,16440.0997
0,Yes,1868.540072,20489.59811
0,No,403.4972058,41803.77816
0,No,593.1436251,37670.93502
0,No,0,44547.86555
0,No,742.2900159,39367.19331
0,Yes,1110.100457,13013.61057
0,No,771.5512953,49440.40129
0,No,624.3388915,42492.75307
0,Yes,499.9572298,22884.95257
0,No,1088.63752,60650.03613
0,No,1556.491928,49669.66887
0,Yes,797.0843357,23558.68308
0,No,415.9925026,38215.67804
0,Yes,538.2326812,26833.03963
0,Yes,1181.934702,21086.08201
0,Yes,836.0206886,9271.789924
0,No,104.4432151,46928.00549
0,No,564.2094786,53196.62302
0,Yes,804.5394022,25091.46077
0,No,1028.95364,21218.30352
0,No,748.7465837,8983.856902
0,No,66.63208073,28735.97411
0,No,452.8022289,48034.23771
0,Yes,798.4605101,27724.06575
0,Yes,1941.902928,23467.12697
0,No,1446.101012,22996.4323
0,No,761.0640983,61580.03413
0,No,1350.172728,43147.45558
0,No,380.9502006,36943.36199
0,Yes,1602.849607,15906.4668
0,No,147.6101155,37588.56261
0,No,0,36283.08013
0,Yes,733.0725124,18818.16738
0,Yes,1082.747976,26096.33703
0,No,779.6573003,40804.4757
0,No,994.1587122,65254.0758
0,No,769.1813741,50070.78155
0,Yes,684.0985191,4985.169113
0,No,442.5633017,27898.46539
1,No,1717.071593,38408.89092
0,No,0,36302.52844
0,No,1092.345865,44717.01258
0,No,497.3349541,35146.79877
0,Yes,1149.680655,16907.70074
1,No,1465.210164,58699.9832
0,No,565.3176042,41789.611
0,Yes,922.1378905,12224.18517
0,Yes,175.5993806,11510.05787
0,No,1024.946819,49675.56042
0,No,596.8854323,54091.62476
0,No,750.4104842,53084.90748
0,Yes,790.8700274,14183.97003
0,No,112.3278725,42386.04856
0,Yes,738.3944873,16093.28455
0,No,1157.855561,54419.80857
0,No,1213.243149,45149.51632
0,No,1339.626204,41656.00289
0,No,588.3124302,56520.96251
0,No,721.8081325,56375.72199
0,No,680.820719,43843.47412
0,Yes,815.4065709,12071.7625
0,No,1042.507112,37170.10905
0,Yes,663.2498681,20454.61655
0,Yes,1478.618545,18026.4711
0,No,337.756754,33655.57243
0,Yes,1273.55072,23126.6362
0,No,114.1797259,49562.98927
0,No,0,52295.60093
0,Yes,1516.317689,26377.59349
0,Yes,898.1146731,24164.7511
0,No,790.5905821,48219.59447
0,No,0,29072.72149
0,No,1273.24483,49136.4742
0,No,1279.200448,36063.11411
0,Yes,732.7193809,14568.74741
1,No,1763.579088,46227.07454
0,Yes,1280.418448,16310.90553
0,No,1529.937995,36912.8973
0,Yes,345.4676365,18251.49456
0,No,197.9894038,33723.98576
1,Yes,1770.969441,15975.5372
0,Yes,639.3719435,17037.0548
0,No,238.8146439,23526.71091
0,No,390.5558431,45338.35721
0,Yes,830.1715111,19476.58758
0,Yes,1378.876076,21613.57847
0,No,242.4034493,37364.42309
0,No,1236.547494,36211.49036
0,No,1063.774937,34914.27525
0,No,126.923179,33819.14332
0,No,758.4655013,38018.14569
0,No,908.9314586,68758.8784
0,No,558.5183424,46297.42541
0,No,1819.242333,36969.55252
0,Yes,1110.681744,19327.57504
0,No,723.2433747,43459.01185
0,No,972.031864,18510.94603
0,No,696.0144306,40741.42024
0,Yes,1178.248909,29362.60461
0,Yes,329.5585109,19371.81209
0,Yes,792.5292385,14546.30177
0,No,1246.037758,33691.72131
0,No,591.7607765,41670.25738
0,No,244.0811388,24854.24982
0,No,1038.54836,49944.86515
0,No,679.0745868,49488.56398
0,No,1061.415836,40585.22164
0,Yes,1268.240691,11914.57827
0,Yes,955.5336858,14736.72088
0,No,1115.82063,27882.80926
0,Yes,601.1632606,22029.19352
0,No,1097.600039,52286.43182
0,No,1042.783073,45982.96632
0,Yes,1321.443053,8624.110689
0,No,1052.39326,37637.65931
0,No,687.9517011,27604.07927
0,Yes,566.4605126,24828.26598
0,No,769.414224,35071.16654
0,No,955.1353421,26372.98582
0,No,643.4095265,28660.14017
0,No,0,42745.30201
0,No,437.6360626,45384.04745
0,No,1278.865642,34673.17099
0,No,1639.390572,30624.77593
0,No,891.6437373,36470.82834
0,Yes,316.4590483,18813.94021
0,No,622.9295074,48874.55577
0,No,107.2775268,42287.30286
0,Yes,990.5432158,12398.4906
0,No,0,45659.9957
0,No,0,33119.95533
0,No,591.2184873,35287.82458
0,Yes,928.0600783,21121.84483
0,No,304.5992239,40785.98918
0,No,235.9394977,31336.51012
0,Yes,1108.053518,10853.23094
0,No,687.306397,24563.75768
0,No,60.18603613,39864.86355
0,No,0,34648.9726
0,No,272.8932571,58730.57286
1,No,1531.716459,43930.4001
0,No,949.6086485,47702.57375
0,No,561.9161785,35080.57924
0,No,468.1325222,25231.34623
0,Yes,993.10817,12215.94682
0,No,0,31314.69509
0,Yes,759.4783692,12710.72092
0,No,1340.787209,36440.22832
0,Yes,1521.463396,15210.47407
0,No,133.7433443,30457.01637
1,No,780.1725692,51656.87406
0,No,839.9154583,22884.79302
0,No,913.5058729,36670.85422
0,No,924.8814415,35712.63791
0,No,1197.831505,54652.3093
0,No,49.2096659,30451.15286
0,No,970.7160966,48387.64862
0,No,783.0574005,54082.42408
0,Yes,465.0628886,20379.06209
0,No,0,39337.74998
0,Yes,732.2642676,21986.04545
0,No,576.0912613,37679.69859
0,Yes,588.9910563,16309.87545
0,No,863.1407178,43779.47785
0,No,857.575734,49675.37032
0,No,361.5017311,33674.89024
0,No,891.1554271,36023.08501
0,No,918.122206,44738.55603
0,No,1335.028018,21150.85594
0,No,421.4008434,39873.52174
0,Yes,743.6361445,18883.97151
0,No,773.7403725,41872.49476
0,No,731.3934722,45251.88192
0,No,964.1889227,36330.3946
0,Yes,350.0151843,17657.17266
0,No,1206.661362,37125.59135
0,No,1051.947573,52888.1851
0,No,454.7603707,45572.17248
0,No,932.6653075,42758.6007
0,No,535.7458465,36259.46376
0,No,241.8052522,41186.18281
0,No,1026.50671,42042.16794
0,Yes,187.6798856,18278.83397
0,No,197.5383215,58646.9278
0,No,585.7080883,43288.40038
0,Yes,1947.022401,12147.04641
0,No,829.5475975,39717.53761
0,No,196.9384595,35488.44888
0,No,591.863619,31438.77601
0,No,0,39742.10546
0,Yes,1008.291619,11939.29526
0,Yes,1052.227478,17410.75159
0,No,331.6805267,49756.17101
0,No,913.107204,29414.65218
0,Yes,561.3916122,21747.26318
0,No,246.955463,47692.89425
0,No,578.9786101,46304.71748
0,No,557.8087771,62352.84607
0,Yes,788.2517516,10418.18286
0,No,1060.807429,39174.05636
0,Yes,1247.907029,19816.72014
0,No,1184.360723,34259.9902
0,No,1024.578238,33071.54992
0,No,1080.291656,43367.89957
0,No,540.2790448,26267.15635
0,No,1448.835465,33835.73626
0,Yes,561.1940353,27421.11126
0,No,1191.480307,30040.57215
0,No,565.1389875,38202.58394
0,No,482.9821952,35845.19283
0,No,950.3500933,37486.24955
0,Yes,350.7029135,21235.36042
1,Yes,1551.023469,19027.50863
0,No,981.5962751,37747.91335
0,No,1442.129805,10921.61503
0,No,1060.33586,56607.25397
0,No,1154.890792,61794.34633
0,Yes,544.1397693,20056.82854
0,No,1137.175454,27588.93331
0,No,414.0840495,47811.41892
0,Yes,436.0083144,17504.44777
0,No,987.8147997,25809.98028
0,No,679.3918418,46603.54641
0,No,1377.772007,51633.32955
0,No,856.8119605,32437.13183
0,No,1036.676833,44923.80275
0,No,0,46826.80447
0,No,961.4720707,51936.75989
0,No,275.9880913,35622.82945
0,No,426.6935421,30769.34477
0,No,290.2519082,46214.15923
0,No,934.9697035,42325.74999
0,Yes,668.9911556,26342.04846
0,Yes,2004.727568,27136.53798
0,No,1312.86573,29938.25946
0,Yes,662.2735565,15092.05102
0,No,524.639806,36120.89226
0,Yes,1212.589568,21058.34866
0,No,961.3157694,30290.8065
1,Yes,1504.290178,13965.18604
0,Yes,613.656318,25040.48845
0,Yes,1233.343605,13402.07329
0,No,1221.385959,36961.31512
0,No,1217.056807,46256.78049
0,No,628.7576984,43205.1753
0,Yes,819.0973161,15957.94364
0,Yes,843.4934551,12710.02571
0,No,1173.559815,29141.36573
0,Yes,1195.590283,13329.5964
0,No,1202.883124,12288.12708
0,No,24.87182349,29316.97033
0,No,853.2414216,29484.05238
0,No,398.7757053,40223.90981
0,Yes,1521.172396,18149.88619
0,Yes,1160.221793,15941.05088
0,No,985.6140627,49948.46711
0,No,583.8207193,38215.96476
0,Yes,638.6919826,18148.30171
0,No,384.9977195,25380.70345
0,No,1050.764231,31558.89842
1,Yes,1871.938387,18077.48709
0,No,793.7617176,35157.73998
0,Yes,591.6606513,21790.50243
0,No,419.4764413,24001.5122
0,Yes,514.2838902,18185.4797
0,No,1027.895035,21551.61109
0,Yes,1029.681549,15977.32114
0,Yes,953.6263238,18363.0685
0,Yes,1463.337765,11579.15945
0,No,1172.459499,34690.13828
0,Yes,548.2728639,12048.82289
0,No,1752.883789,48250.10462
0,Yes,555.9206802,23909.70649
0,Yes,1560.931752,13621.56916
0,Yes,839.8835566,16883.33886
0,Yes,1112.817978,13634.90763
0,No,1309.253772,43278.05928
0,No,940.5908748,41560.47099
0,No,1019.248977,41195.37012
0,No,433.6690195,32904.69772
0,No,1015.115425,42050.46652
0,No,75.17766307,52765.97828
0,No,1050.316376,39585.62422
0,No,48.91185684,35155.17247
0,No,1721.64778,48236.12633
0,No,1607.35144,48700.84805
0,No,1180.447542,43914.41982
0,No,609.8771346,40875.94654
0,Yes,1054.200208,19440.97318
0,Yes,793.8204657,19074.03173
0,No,879.6756179,30021.38335
0,No,1237.647422,29151.23466
0,Yes,1412.764358,18234.45922
0,Yes,1174.716483,13025.76945
0,No,363.3448038,44325.78885
0,No,919.4857763,44928.18464
0,Yes,1195.05967,21648.65668
0,Yes,794.1377878,15721.79966
0,No,10.18881851,33776.82546
0,No,0,31083.22146
0,Yes,498.5059792,16967.61976
0,Yes,1227.161107,18459.41861
1,No,1902.612991,53394.07623
0,Yes,1059.204637,11742.37986
0,Yes,450.3053908,21177.61108
0,No,418.5398704,55002.73341
0,No,1070.480677,32939.36671
0,No,1306.770573,56640.63403
0,Yes,1315.337298,8431.175004
0,No,74.5334252,19146.24563
0,No,66.15233049,38927.12451
0,No,56.42071165,54217.33825
0,No,1056.596875,25123.85962
0,No,259.2375778,51355.37462
0,Yes,1143.692578,23500.90128
0,Yes,0,15682.0685
0,No,877.7939338,30239.72072
0,No,919.077555,45315.55745
0,No,94.93247587,27212.95124
0,No,333.3741889,29413.14899
0,No,197.9107165,30971.19725
0,No,624.910088,41047.55579
0,No,138.2522518,54406.50225
0,No,787.5517717,46185.552
0,No,1030.927564,36271.33456
0,No,1049.747643,30159.20989
0,No,0,35738.98757
0,Yes,1130.056787,18467.10219
0,No,795.5412235,51303.14014
0,Yes,1503.596238,18710.61448
0,No,436.1350124,46071.66052
0,No,800.7055933,36314.43633
1,Yes,1881.049952,16580.45056
0,Yes,1445.45803,18632.61606
0,No,1166.100236,23994.40391
0,No,163.7471037,38970.0289
0,No,0,46353.80212
0,No,1322.052937,47814.1742
0,No,1283.523253,61525.69618
0,No,1000.898434,43059.0486
0,No,249.860323,47602.1165
0,No,500.2221784,38991.01248
0,No,568.0944851,36374.43392
0,Yes,1047.085154,13714.27938
0,Yes,186.6683743,15976.63786
0,No,782.778332,39224.40927
0,No,388.5483505,18007.83296
0,Yes,842.5722263,17279.52182
0,No,556.1156313,44197.90846
0,No,1234.578618,48112.48054
0,No,412.8943419,42123.21721
0,No,683.3573938,29269.33352
0,No,872.2261716,48101.61169
0,No,415.7654285,24740.7536
